63500000;AUTRES IMPOTS;0.00;0.00;750.00;0.00;750.00
63520000;IMPOTS FONCIERS;0.00;0.00;483.00;0.00;483.00
63570000;DROITS ENREGISTR. TIMBRE;0.00;0.00;486.08;0.00;486.08
64110000;SALAIRES PERS. PERMNENT;0.00;0.00;14462.11;0.00;14462.11
64130000;REMUN ASSOCIES;0.00;0.00;24000.00;0.00;24000.00
64500000;CHARGES SALARIES;0.00;0.00;5380.16;0.00;5380.16
65800000;CHARGES DIV GESTION COUR;0.00;0.00;0.66;0.00;0.66
66170000;INTS CREDITS FOURNIS;0.00;0.00;42.09;0.00;42.09
66180000;INTS AUTRES DETTES;0.00;0.00;115.09;20.93;94.16
67120000;PENALITE AMENDE FISC PENA;0.00;0.00;13.18;0.00;13.18
67560000;V.N.C. IMMOB FINANC.CEDE;0.00;0.00;1125.19;0.00;1125.19
68112400;DOT AMORT CONSTR SOL AUT;0.00;0.00;6235.26;0.00;6235.26
68112500;DOT AMORT INST TECH ET M;0.00;0.00;2716.24;0.00;2716.24
70100000;VENTES PRODUITS VEGETAUX;0.00;0.00;0.00;43049.06;-43049.06
70200000;VENTES PRODUITS ANIMAUX;0.00;0.00;0.00;49896.36;-49896.36
70400000;VENTES ANIMAUX;0.00;0.00;0.00;42325.38;-42325.38
70870000;COMPLEMENT DE PRIX;0.00;0.00;0.00;5396.86;-5396.86
71310000;VARIATION ANX CY LONG;0.00;0.00;16716.00;17542.00;-826.00
71320000;VARIATION ANX CY COURT;0.00;0.00;21010.50;5656.00;15354.50
71340000;VARIATION VEGE CY COURT;0.00;0.00;13566.48;22605.91;-9039.43
71370000;VARIATION PRODUITS;0.00;0.00;10992.00;7136.00;3856.00
72600000;PRODUCTION AUTO-CONSOM.;0.00;0.00;0.00;620.00;-620.00
74400000;AUTRES INDEM EXPLOITATION;0.00;0.00;0.00;13790.69;-13790.69
74500000;SUBVENTION EXPLOITATION;0.00;0.00;0.00;68000.43;-68000.43
75000000;AUTRES PRODUITS GESTION;0.00;0.00;0.00;38.40;-38.40
75400000;RISTOURNE ANNUELLE COOP;0.00;0.00;0.00;219.75;-219.75
75800000;PRODUIT DIVERS GESTION;0.00;0.00;0.00;19.27;-19.27
76000000;PRODUITS FINANCIERS;0.00;0.00;0.00;409.52;-409.52
77500000;CESSION  ELEM. ACTIF;0.00;0.00;0.00;1125.19;-1125.19
77700000;QUOTE PART SUBV INVEST;0.00;0.00;0.00;1415.42;-1415.42
